price,property_type,bedrooms,bathrooms,total_rooms,living_area,land_area,has_climatisation,has_parabole_tv,has_pool,has_handicapped_access,has_parking,has_garage,has_garden,has_fireplace,has_interphone,has_terrace,has_electric_heating,has_elevator,has_alarm_system,has_internet_access,has_sea_view,has_furnished,has_central_heating,has_kitchen_equipped,is_house,has_many_bedrooms,many_bathrooms,many_total_rooms,area_ratio,neighborhood_encoded,city_encoded,amenity_count,top_amenities_score,log_living_area,log_land_area,living_land_ratio,sqm_per_room,bed_bath,bed_living,bath_living,rooms_per_living_area,avg_room_size,living_area_squared,total_rooms_squared,bedrooms_squared,bathrooms_squared,total_amenities,basic_amenities,comfort_amenities,luxury_amenities,house_bedrooms,house_living_area,house_land_area,bed_bath_ratio,bath_per_room,house_with_garden,house_with_pool,log_price
105000.0,Appartement,1,1,2.0,60.0,60.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.03333333333333333,505607.0221327968,458256.9600923483,2,1,4.110873864173311,4.110873864173311,1.0,30.0,1,60.0,60.0,0.03333333333333333,30.0,3600.0,4.0,1,1,2,0,0,2,0.0,0.0,0.0,1.0,0.5,0.0,0.0,11.561725152903833
320000.0,Appartement,3,1,4.0,93.0,93.0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0.0,0,0,0,0.043010752688172046,348244.4423895526,458256.9600923483,14,2,4.543294782270004,4.543294782270004,1.0,23.25,3,279.0,93.0,0.043010752688172046,23.25,8649.0,16.0,9,1,14,4,2,4,0.0,0.0,0.0,3.0,0.25,0.0,0.0,12.676079399771027
269100.0,Appartement,2,1,1.0,117.0,117.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0.0,0,0,0,0.008547008547008548,298723.7381799507,337796.95220125787,5,0,4.770684624465665,4.770684624465665,1.0,117.0,2,234.0,117.0,0.008547008547008548,117.0,13689.0,1.0,4,1,5,2,3,0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,12.502842052798766
230000.0,Appartement,1,1,2.0,55.0,55.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0.0,0,0,0,0.03636363636363636,479613.300970854,427863.8369477912,5,0,4.02535169073515,4.02535169073515,1.0,27.5,1,55.0,55.0,0.03636363636363636,27.5,3025.0,4.0,1,1,5,1,3,0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,12.345838935721968
220000.0,Appartement,2,1,3.0,90.0,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.03333333333333333,562398.5204350646,458256.9600923483,0,0,4.51085950651685,4.51085950651685,1.0,30.0,2,180.0,90.0,0.03333333333333333,30.0,8100.0,9.0,4,1,0,0,0,0,0.0,0.0,0.0,2.0,0.3333333333333333,0.0,0.0,12.301387370778713
360000.0,Appartement,2,2,3.0,117.0,117.0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0.0,0,0,0,0.02564102564102564,635682.7877943125,427863.8369477912,6,0,4.770684624465665,4.770684624465665,1.0,39.0,4,234.0,234.0,0.02564102564102564,39.0,13689.0,9.0,4,4,6,2,3,0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,12.793862088206213
105000.0,Appartement,1,1,2.0,65.0,65.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.03076923076923077,325426.08369746216,337796.95220125787,1,0,4.189654742026425,4.189654742026425,1.0,32.5,1,65.0,65.0,0.03076923076923077,32.5,4225.0,4.0,1,1,1,0,1,0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,11.561725152903833
385000.0,Appartement,2,1,3.0,109.0,109.0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0.0,0,0,0,0.027522935779816515,505607.0221327968,458256.9600923483,11,1,4.700480365792417,4.700480365792417,1.0,36.333333333333336,2,218.0,109.0,0.027522935779816515,36.333333333333336,11881.0,9.0,4,1,11,3,2,2,0.0,0.0,0.0,2.0,0.3333333333333333,0.0,0.0,12.861001210669146
250000.0,Appartement,2,2,2.0,115.0,115.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.017391304347826087,298723.7381799507,337796.95220125787,0,0,4.7535901911063645,4.7535901911063645,1.0,57.5,4,230.0,230.0,0.017391304347826087,57.5,13225.0,4.0,4,4,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,12.429220196836383
365000.0,Appartement,2,1,3.0,114.0,114.0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0.0,0,0,0,0.02631578947368421,702600.6298076923,458256.9600923483,12,2,4.74493212836325,4.74493212836325,1.0,38.0,2,228.0,114.0,0.02631578947368421,38.0,12996.0,9.0,4,1,12,3,2,3,0.0,0.0,0.0,2.0,0.3333333333333333,0.0,0.0,12.807655372286902
127000.0,Appartement,2,1,2.0,90.0,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.022222222222222223,358114.8854240031,343962.4295859396,0,0,4.51085950651685,4.51085950651685,1.0,45.0,2,180.0,90.0,0.022222222222222223,45.0,8100.0,4.0,4,1,0,0,0,0,0.0,0.0,0.0,2.0,0.5,0.0,0.0,11.751950239425476
595000.0,Appartement,2,1,2.0,153.0,153.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.013071895424836602,302228.1562310006,307718.75013972755,0,0,5.0369526024136295,5.0369526024136295,1.0,76.5,2,306.0,153.0,0.013071895424836602,76.5,23409.0,4.0,4,1,0,0,0,0,0.0,0.0,0.0,2.0,0.5,0.0,0.0,13.296318365198623
560000.0,Appartement,3,1,4.0,180.0,180.0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0.0,0,0,0,0.022222222222222223,702600.6298076923,458256.9600923483,11,2,5.198497031265826,5.198497031265826,1.0,45.0,3,540.0,180.0,0.022222222222222223,45.0,32400.0,16.0,9,1,11,3,1,3,0.0,0.0,0.0,3.0,0.25,0.0,0.0,13.235693848424024
619500.0,Appartement,2,1,3.0,104.0,106.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.028846153846153848,374225.420261496,421223.1284046693,0,0,4.653960350157523,4.672828834461906,0.9811320754716981,34.666666666666664,2,208.0,104.0,0.028846153846153848,34.666666666666664,10816.0,9.0,4,1,0,0,0,0,0.0,0.0,0.0,2.0,0.3333333333333333,0.0,0.0,13.336669594255035
230000.0,Appartement,2,1,3.0,110.0,110.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.02727272727272727,702600.6298076923,458256.9600923483,0,0,4.709530201312334,4.709530201312334,1.0,36.666666666666664,2,220.0,110.0,0.02727272727272727,36.666666666666664,12100.0,9.0,4,1,0,0,0,0,0.0,0.0,0.0,2.0,0.3333333333333333,0.0,0.0,12.345838935721968
